run_id,model_id,diagnostic,domain,arch,scale,distribution,seed,held_out,result,status,notes
othello_lstm_medium_championship_s0_D2,othello_lstm_medium_championship_s0,D2,othello,lstm,medium,championship,0,no,results/D2_state_equiv/othello_lstm_medium_championship_s0.json,planned,
othello_lstm_medium_championship_s0_D3,othello_lstm_medium_championship_s0,D3,othello,lstm,medium,championship,0,no,results/D3_inductive_bias/othello_lstm_medium_championship_s0.json,planned,
othello_lstm_medium_championship_s0_D4,othello_lstm_medium_championship_s0,D4,othello,lstm,medium,championship,0,no,results/D4_probing/othello_lstm_medium_championship_s0.json,planned,
othello_lstm_medium_championship_s1_D1,othello_lstm_medium_championship_s1,D1,othello,lstm,medium,championship,1,no,results/D1_next_token/othello_lstm_medium_championship_s1.json,planned,
othello_lstm_medium_championship_s1_D2,othello_lstm_medium_championship_s1,D2,othello,lstm,medium,championship,1,no,results/D2_state_equiv/othello_lstm_medium_championship_s1.json,planned,
othello_lstm_medium_championship_s1_D3,othello_lstm_medium_championship_s1,D3,othello,lstm,medium,championship,1,no,results/D3_inductive_bias/othello_lstm_medium_championship_s1.json,planned,
othello_lstm_medium_championship_s1_D4,othello_lstm_medium_championship_s1,D4,othello,lstm,medium,championship,1,no,results/D4_probing/othello_lstm_medium_championship_s1.json,planned,
othello_lstm_medium_championship_s2_D1,othello_lstm_medium_championship_s2,D1,othello,lstm,medium,championship,2,no,results/D1_next_token/othello_lstm_medium_championship_s2.json,planned,
othello_lstm_medium_championship_s2_D2,othello_lstm_medium_championship_s2,D2,othello,lstm,medium,championship,2,no,results/D2_state_equiv/othello_lstm_medium_championship_s2.json,planned,
othello_lstm_medium_championship_s2_D3,othello_lstm_medium_championship_s2,D3,othello,lstm,medium,championship,2,no,results/D3_inductive_bias/othello_lstm_medium_championship_s2.json,planned,
othello_lstm_medium_championship_s2_D4,othello_lstm_medium_championship_s2,D4,othello,lstm,medium,championship,2,no,results/D4_probing/othello_lstm_medium_championship_s2.json,planned,
othello_lstm_medium_mixed_s0_D1,othello_lstm_medium_mixed_s0,D1,othello,lstm,medium,mixed,0,no,results/D1_next_token/othello_lstm_medium_mixed_s0.json,planned,
othello_lstm_medium_mixed_s0_D2,othello_lstm_medium_mixed_s0,D2,othello,lstm,medium,mixed,0,no,results/D2_state_equiv/othello_lstm_medium_mixed_s0.json,planned,
othello_lstm_medium_mixed_s0_D3,othello_lstm_medium_mixed_s0,D3,othello,lstm,medium,mixed,0,no,results/D3_inductive_bias/othello_lstm_medium_mixed_s0.json,planned,
othello_lstm_medium_mixed_s0_D4,othello_lstm_medium_mixed_s0,D4,othello,lstm,medium,mixed,0,no,results/D4_probing/othello_lstm_medium_mixed_s0.json,planned,
othello_lstm_medium_mixed_s1_D1,othello_lstm_medium_mixed_s1,D1,othello,lstm,medium,mixed,1,no,results/D1_next_token/othello_lstm_medium_mixed_s1.json,planned,
othello_lstm_medium_mixed_s1_D2,othello_lstm_medium_mixed_s1,D2,othello,lstm,medium,mixed,1,no,results/D2_state_equiv/othello_lstm_medium_mixed_s1.json,planned,
othello_lstm_medium_mixed_s1_D3,othello_lstm_medium_mixed_s1,D3,othello,lstm,medium,mixed,1,no,results/D3_inductive_bias/othello_lstm_medium_mixed_s1.json,planned,
othello_lstm_medium_mixed_s1_D4,othello_lstm_medium_mixed_s1,D4,othello,lstm,medium,mixed,1,no,results/D4_probing/othello_lstm_medium_mixed_s1.json,planned,
othello_lstm_medium_mixed_s2_D1,othello_lstm_medium_mixed_s2,D1,othello,lstm,medium,mixed,2,no,results/D1_next_token/othello_lstm_medium_mixed_s2.json,planned,
othello_lstm_medium_mixed_s2_D2,othello_lstm_medium_mixed_s2,D2,othello,lstm,medium,mixed,2,no,results/D2_state_equiv/othello_lstm_medium_mixed_s2.json,planned,
othello_lstm_medium_mixed_s2_D3,othello_lstm_medium_mixed_s2,D3,othello,lstm,medium,mixed,2,no,results/D3_inductive_bias/othello_lstm_medium_mixed_s2.json,planned,
othello_lstm_medium_mixed_s2_D4,othello_lstm_medium_mixed_s2,D4,othello,lstm,medium,mixed,2,no,results/D4_probing/othello_lstm_medium_mixed_s2.json,planned,
othello_lstm_large_synthetic_s0_D1,othello_lstm_large_synthetic_s0,D1,othello,lstm,large,synthetic,0,no,results/D1_next_token/othello_lstm_large_synthetic_s0.json,planned,
othello_lstm_large_synthetic_s0_D2,othello_lstm_large_synthetic_s0,D2,othello,lstm,large,synthetic,0,no,results/D2_state_equiv/othello_lstm_large_synthetic_s0.json,planned,
othello_lstm_large_synthetic_s0_D3,othello_lstm_large_synthetic_s0,D3,othello,lstm,large,synthetic,0,no,results/D3_inductive_bias/othello_lstm_large_synthetic_s0.json,planned,
othello_lstm_large_synthetic_s0_D4,othello_lstm_large_synthetic_s0,D4,othello,lstm,large,synthetic,0,no,results/D4_probing/othello_lstm_large_synthetic_s0.json,planned,
othello_lstm_large_synthetic_s1_D1,othello_lstm_large_synthetic_s1,D1,othello,lstm,large,synthetic,1,no,results/D1_next_token/othello_lstm_large_synthetic_s1.json,planned,
othello_lstm_large_synthetic_s1_D2,othello_lstm_large_synthetic_s1,D2,othello,lstm,large,synthetic,1,no,results/D2_state_equiv/othello_lstm_large_synthetic_s1.json,planned,
othello_lstm_large_synthetic_s1_D3,othello_lstm_large_synthetic_s1,D3,othello,lstm,large,synthetic,1,no,results/D3_inductive_bias/othello_lstm_large_synthetic_s1.json,planned,
othello_lstm_large_synthetic_s1_D4,othello_lstm_large_synthetic_s1,D4,othello,lstm,large,synthetic,1,no,results/D4_probing/othello_lstm_large_synthetic_s1.json,planned,
othello_lstm_large_synthetic_s2_D1,othello_lstm_large_synthetic_s2,D1,othello,lstm,large,synthetic,2,no,results/D1_next_token/othello_lstm_large_synthetic_s2.json,planned,
othello_lstm_large_synthetic_s2_D2,othello_lstm_large_synthetic_s2,D2,othello,lstm,large,synthetic,2,no,results/D2_state_equiv/othello_lstm_large_synthetic_s2.json,planned,
othello_lstm_large_synthetic_s2_D3,othello_lstm_large_synthetic_s2,D3,othello,lstm,large,synthetic,2,no,results/D3_inductive_bias/othello_lstm_large_synthetic_s2.json,planned,
othello_lstm_large_synthetic_s2_D4,othello_lstm_large_synthetic_s2,D4,othello,lstm,large,synthetic,2,no,results/D4_probing/othello_lstm_large_synthetic_s2.json,planned,
othello_lstm_large_championship_s0_D1,othello_lstm_large_championship_s0,D1,othello,lstm,large,championship,0,no,results/D1_next_token/othello_lstm_large_championship_s0.json,planned,
othello_lstm_large_championship_s0_D2,othello_lstm_large_championship_s0,D2,othello,lstm,large,championship,0,no,results/D2_state_equiv/othello_lstm_large_championship_s0.json,planned,
othello_lstm_large_championship_s0_D3,othello_lstm_large_championship_s0,D3,othello,lstm,large,championship,0,no,results/D3_inductive_bias/othello_lstm_large_championship_s0.json,planned,
othello_lstm_large_championship_s0_D4,othello_lstm_large_championship_s0,D4,othello,lstm,large,championship,0,no,results/D4_probing/othello_lstm_large_championship_s0.json,planned,
othello_lstm_large_championship_s1_D1,othello_lstm_large_championship_s1,D1,othello,lstm,large,championship,1,no,results/D1_next_token/othello_lstm_large_championship_s1.json,planned,
othello_lstm_large_championship_s1_D2,othello_lstm_large_championship_s1,D2,othello,lstm,large,championship,1,no,results/D2_state_equiv/othello_lstm_large_championship_s1.json,planned,
othello_lstm_large_championship_s1_D3,othello_lstm_large_championship_s1,D3,othello,lstm,large,championship,1,no,results/D3_inductive_bias/othello_lstm_large_championship_s1.json,planned,
othello_lstm_large_championship_s1_D4,othello_lstm_large_championship_s1,D4,othello,lstm,large,championship,1,no,results/D4_probing/othello_lstm_large_championship_s1.json,planned,
othello_lstm_large_championship_s2_D1,othello_lstm_large_championship_s2,D1,othello,lstm,large,championship,2,no,results/D1_next_token/othello_lstm_large_championship_s2.json,planned,
othello_lstm_large_championship_s2_D2,othello_lstm_large_championship_s2,D2,othello,lstm,large,championship,2,no,results/D2_state_equiv/othello_lstm_large_championship_s2.json,planned,
othello_lstm_large_championship_s2_D3,othello_lstm_large_championship_s2,D3,othello,lstm,large,championship,2,no,results/D3_inductive_bias/othello_lstm_large_championship_s2.json,planned,
othello_lstm_large_championship_s2_D4,othello_lstm_large_championship_s2,D4,othello,lstm,large,championship,2,no,results/D4_probing/othello_lstm_large_championship_s2.json,planned,
othello_lstm_large_mixed_s0_D1,othello_lstm_large_mixed_s0,D1,othello,lstm,large,mixed,0,no,results/D1_next_token/othello_lstm_large_mixed_s0.json,planned,
othello_lstm_large_mixed_s0_D2,othello_lstm_large_mixed_s0,D2,othello,lstm,large,mixed,0,no,results/D2_state_equiv/othello_lstm_large_mixed_s0.json,planned,
othello_lstm_large_mixed_s0_D3,othello_lstm_large_mixed_s0,D3,othello,lstm,large,mixed,0,no,results/D3_inductive_bias/othello_lstm_large_mixed_s0.json,planned,
othello_lstm_large_mixed_s0_D4,othello_lstm_large_mixed_s0,D4,othello,lstm,large,mixed,0,no,results/D4_probing/othello_lstm_large_mixed_s0.json,planned,
othello_lstm_large_mixed_s1_D1,othello_lstm_large_mixed_s1,D1,othello,lstm,large,mixed,1,no,results/D1_next_token/othello_lstm_large_mixed_s1.json,planned,
othello_lstm_large_mixed_s1_D2,othello_lstm_large_mixed_s1,D2,othello,lstm,large,mixed,1,no,results/D2_state_equiv/othello_lstm_large_mixed_s1.json,planned,
othello_lstm_large_mixed_s1_D3,othello_lstm_large_mixed_s1,D3,othello,lstm,large,mixed,1,no,results/D3_inductive_bias/othello_lstm_large_mixed_s1.json,planned,
othello_lstm_large_mixed_s1_D4,othello_lstm_large_mixed_s1,D4,othello,lstm,large,mixed,1,no,results/D4_probing/othello_lstm_large_mixed_s1.json,planned,
othello_lstm_large_mixed_s2_D1,othello_lstm_large_mixed_s2,D1,othello,lstm,large,mixed,2,no,results/D1_next_token/othello_lstm_large_mixed_s2.json,planned,
othello_lstm_large_mixed_s2_D2,othello_lstm_large_mixed_s2,D2,othello,lstm,large,mixed,2,no,results/D2_state_equiv/othello_lstm_large_mixed_s2.json,planned,
othello_lstm_large_mixed_s2_D3,othello_lstm_large_mixed_s2,D3,othello,lstm,large,mixed,2,no,results/D3_inductive_bias/othello_lstm_large_mixed_s2.json,planned,
othello_lstm_large_mixed_s2_D4,othello_lstm_large_mixed_s2,D4,othello,lstm,large,mixed,2,no,results/D4_probing/othello_lstm_large_mixed_s2.json,planned,
othello_mamba_small_synthetic_s0_D1,othello_mamba_small_synthetic_s0,D1,othello,mamba,small,synthetic,0,yes,results/D1_next_token/othello_mamba_small_synthetic_s0.json,planned,
othello_mamba_small_synthetic_s0_D2,othello_mamba_small_synthetic_s0,D2,othello,mamba,small,synthetic,0,yes,results/D2_state_equiv/othello_mamba_small_synthetic_s0.json,planned,
othello_mamba_small_synthetic_s0_D3,othello_mamba_small_synthetic_s0,D3,othello,mamba,small,synthetic,0,yes,results/D3_inductive_bias/othello_mamba_small_synthetic_s0.json,planned,
othello_mamba_small_synthetic_s0_D4,othello_mamba_small_synthetic_s0,D4,othello,mamba,small,synthetic,0,yes,results/D4_probing/othello_mamba_small_synthetic_s0.json,planned,
othello_mamba_small_synthetic_s1_D1,othello_mamba_small_synthetic_s1,D1,othello,mamba,small,synthetic,1,yes,results/D1_next_token/othello_mamba_small_synthetic_s1.json,planned,
othello_mamba_small_synthetic_s1_D2,othello_mamba_small_synthetic_s1,D2,othello,mamba,small,synthetic,1,yes,results/D2_state_equiv/othello_mamba_small_synthetic_s1.json,planned,
othello_mamba_small_synthetic_s1_D3,othello_mamba_small_synthetic_s1,D3,othello,mamba,small,synthetic,1,yes,results/D3_inductive_bias/othello_mamba_small_synthetic_s1.json,planned,
othello_mamba_small_synthetic_s1_D4,othello_mamba_small_synthetic_s1,D4,othello,mamba,small,synthetic,1,yes,results/D4_probing/othello_mamba_small_synthetic_s1.json,planned,
othello_mamba_small_synthetic_s2_D1,othello_mamba_small_synthetic_s2,D1,othello,mamba,small,synthetic,2,yes,results/D1_next_token/othello_mamba_small_synthetic_s2.json,planned,
othello_mamba_small_synthetic_s2_D2,othello_mamba_small_synthetic_s2,D2,othello,mamba,small,synthetic,2,yes,results/D2_state_equiv/othello_mamba_small_synthetic_s2.json,planned,
othello_mamba_small_synthetic_s2_D3,othello_mamba_small_synthetic_s2,D3,othello,mamba,small,synthetic,2,yes,results/D3_inductive_bias/othello_mamba_small_synthetic_s2.json,planned,
othello_mamba_small_synthetic_s2_D4,othello_mamba_small_synthetic_s2,D4,othello,mamba,small,synthetic,2,yes,results/D4_probing/othello_mamba_small_synthetic_s2.json,planned,
othello_mamba_small_championship_s0_D1,othello_mamba_small_championship_s0,D1,othello,mamba,small,championship,0,yes,results/D1_next_token/othello_mamba_small_championship_s0.json,planned,
othello_mamba_small_championship_s0_D2,othello_mamba_small_championship_s0,D2,othello,mamba,small,championship,0,yes,results/D2_state_equiv/othello_mamba_small_championship_s0.json,planned,
othello_mamba_small_championship_s0_D3,othello_mamba_small_championship_s0,D3,othello,mamba,small,championship,0,yes,results/D3_inductive_bias/othello_mamba_small_championship_s0.json,planned,
othello_mamba_small_championship_s0_D4,othello_mamba_small_championship_s0,D4,othello,mamba,small,championship,0,yes,results/D4_probing/othello_mamba_small_championship_s0.json,planned,
othello_mamba_small_championship_s1_D1,othello_mamba_small_championship_s1,D1,othello,mamba,small,championship,1,yes,results/D1_next_token/othello_mamba_small_championship_s1.json,planned,
othello_mamba_small_championship_s1_D2,othello_mamba_small_championship_s1,D2,othello,mamba,small,championship,1,yes,results/D2_state_equiv/othello_mamba_small_championship_s1.json,planned,
othello_mamba_small_championship_s1_D3,othello_mamba_small_championship_s1,D3,othello,mamba,small,championship,1,yes,results/D3_inductive_bias/othello_mamba_small_championship_s1.json,planned,
othello_mamba_small_championship_s1_D4,othello_mamba_small_championship_s1,D4,othello,mamba,small,championship,1,yes,results/D4_probing/othello_mamba_small_championship_s1.json,planned,
othello_mamba_small_championship_s2_D1,othello_mamba_small_championship_s2,D1,othello,mamba,small,championship,2,yes,results/D1_next_token/othello_mamba_small_championship_s2.json,planned,
othello_mamba_small_championship_s2_D2,othello_mamba_small_championship_s2,D2,othello,mamba,small,championship,2,yes,results/D2_state_equiv/othello_mamba_small_championship_s2.json,planned,
othello_mamba_small_championship_s2_D3,othello_mamba_small_championship_s2,D3,othello,mamba,small,championship,2,yes,results/D3_inductive_bias/othello_mamba_small_championship_s2.json,planned,
othello_mamba_small_championship_s2_D4,othello_mamba_small_championship_s2,D4,othello,mamba,small,championship,2,yes,results/D4_probing/othello_mamba_small_championship_s2.json,planned,
